name,title,url
David Byrne,Grown Backwards,https://musicbrainz.org/release/d268a3b8-c132-4b95-806d-f7ed72954107
David Byrne,My Life in the Bush of Ghosts,https://musicbrainz.org/release/598d521e-0cbf-4088-927e-0bbe3ef40dd6
David Byrne,The Catherine Wheel,https://musicbrainz.org/release/98b1e961-bf84-4e4b-85c1-5de7161dfdef
David Byrne,The Forest,https://musicbrainz.org/release/a737d458-40b3-4860-8cfb-661f6eaf6eb1
David Gray,Lost Songs 95-98,https://musicbrainz.org/release/4fd093d7-41a9-42f9-97df-10041c05d0a6
David Grisman,Been All Around This World,https://musicbrainz.org/release/384fe9c4-ce9f-4da9-8ab4-c7c6d0454d41
David Grisman,Bluegrass Reunion,https://musicbrainz.org/release/ebd26d0e-217d-450a-94cb-e55c2758107b
David Grisman,Hot Dawg,https://musicbrainz.org/release/afb060ab-3528-4d85-9e42-94cff7acc66e
David Grisman,Live,https://musicbrainz.org/release/5b27476a-2710-4fc3-a5d8-25d994b79e09
David Grisman,Not For Kids Only,https://musicbrainz.org/release/5ef633c3-f345-4d86-a52a-3a55b4509a3f
David Grisman,The Pizza Tapes,https://musicbrainz.org/release/74e17c67-f7e3-498c-973e-28883258f4ac
David Grisman,The Pizza Tapes II,https://musicbrainz.org/release/c0aeaa9d-e474-41a9-821a-fdc62515a069
David Grisman,Retrograss,https://musicbrainz.org/release/a10c3d7f-ad46-4c90-a7fc-e96b1f30fbf8
David Grisman,The David Grisman Rounder CD,https://musicbrainz.org/release/ead94b0f-3d70-4fae-8f24-d0cb3e9883ad
David Grisman,Shady Grove,https://musicbrainz.org/release/238a43ae-317b-42ca-9029-e75f8b97efe5
David Grisman,So What,https://musicbrainz.org/release/825b6052-5f94-4393-abd7-6537e8baefea
David Grisman,Songs of our Fathers,https://musicbrainz.org/release/839e4f2e-a089-4dc4-9375-36c2b8ffd249
David Grisman,Tone Poems,https://musicbrainz.org/release/8f393422-710f-4313-ac0f-aa1c2181899c
David Grisman,Tone Poems II,https://musicbrainz.org/release/6c41d347-eb91-494e-afae-d334ea5f447b
David Grisman,Tone Poems III,https://musicbrainz.org/release/8b6fea72-5e21-41dd-84b9-25c54a2c016a
David Johansen,Buster’s Happy Hour,https://musicbrainz.org/release/dc0553c3-3981-4195-a8a3-4f9b20d93328
David Johansen,The David Johansen Group Live,https://musicbrainz.org/release/c123545e-9547-4dcd-b662-2e527fac24cb
David Lindley,El Rayo-X Live!!,https://musicbrainz.org/release/aef90364-a168-40b7-a0a1-c64269a75d56
David Lindley,Playing Even Better,https://musicbrainz.org/release/0172a202-ba62-42e5-a145-54c9a9eda26f
David Lindley,Playing Real Good,https://musicbrainz.org/release/a5822d80-c0fa-487f-8d25-e304e6708c16
David Lindley,"The Sweet Sunny North, Vol. 2",https://musicbrainz.org/release/3578718c-e29e-438b-b5b4-a12e3a94454d
David Lindley,Twango Bango Deluxe,https://musicbrainz.org/release/0172a202-ba62-42e5-a145-54c9a9eda26f
David Lindley,Very Greasy,https://musicbrainz.org/release/102015a6-3b86-4085-aa1f-8f4a9854535d
David Lindley,Win This Record!,https://musicbrainz.org/release/6cc7d654-1334-3a01-9cc0-71e1f4b49b0a
David Lindley,A World out of Time: Henry Kaiser & David Lindley in Madagascar,https://musicbrainz.org/release/fbc6053f-5bcf-422c-8f98-83cf223cc964
David Lindley,"A World out of Time, Vol. 2: Henry Kaiser & David Lindley in Madagascar",https://musicbrainz.org/release/40fbdb89-a8e1-4b07-8f56-90653eec5bda
David Lindley,"A World Out of Time, Volume 3: Music of Madagascar",https://musicbrainz.org/release/dbaf69a6-9a19-479c-a9bf-75c603351d75
David Sylvian,Brilliant Trees/Words with the Shaman,https://musicbrainz.org/release/bcf17be7-bb8d-4622-8b2c-df59a6424a8d
David Sylvian,Dead Bees on a Cake,https://musicbrainz.org/release/94e8d28b-7563-4d8a-9112-aebdff755c42
David Sylvian,Everything And Nothing,https://musicbrainz.org/release-group/f1b6219e-6953-31ed-9502-d6c2f3a25af1
David Sylvian,Flux + Mutability,https://musicbrainz.org/release/7f23c936-a112-3417-9c0d-499d22e403c0
David Sylvian,Gone To Earth,https://musicbrainz.org/release/1e72db0b-fbff-3eeb-b466-aa07bc3ab2cf
David Sylvian,Secrets of the Beehive,https://musicbrainz.org/release/05ace6c9-6453-325d-9eff-f5975c842e59
David Sylvian,The First Day,https://musicbrainz.org/release/995790b4-6ed3-41d9-aa05-5a68b06bbfa0
Dead Kennedys,Fresh Fruit for Rotting Vegetables,https://musicbrainz.org/release/038d3b87-705d-3a2c-8f4a-e8cee042b9ea
Dead Ringer Band,Home Fires,https://musicbrainz.org/release/c6f6637d-41af-4b5d-b16e-41eb44c3b80e
Dead Ringer Band,Hopeville,https://musicbrainz.org/release/ca84647c-508c-46d2-b653-043044c7bdfc
Dead Ringer Band,Living in the Circle,https://musicbrainz.org/release/83e0c31d-82a6-4951-8de6-81da797d6fa9
Dead Ringer Band,Red Desert Sky,https://musicbrainz.org/release/9e251e3a-b04d-4c30-9494-de52b84bed98
Dee Dee Bridgewater,In Montreux,https://musicbrainz.org/release/d45084bb-3901-4ad8-a833-cbf9657f5ccf
Deep Forest,Deep Forest,https://musicbrainz.org/release/d012fe43-aadf-487d-bdb5-a38d885f9dd2
Deep Forest,World Mix,https://musicbrainz.org/release/a402410c-204e-41ea-b1ac-b22b2516ca33
Des'ree,Mind Adventures,https://musicbrainz.org/release/789a27a8-c390-4b37-b466-666aed434b7b
Devo,DEV‐O Live,https://musicbrainz.org/release/519d76df-ef9f-42f6-97fe-f3f18d32ce85
Devo,Freedom of Choice,https://musicbrainz.org/release/977d7c01-a90c-4815-b01e-4b0fbb139a6c
Devo,Live at Max’s Kansas City 11-15-77,https://musicbrainz.org/release/fa8b3217-3e89-45c4-a119-2ed8d71a64fa
Devo,Live: The Mongoloid Years,https://musicbrainz.org/release/b3f76215-9179-4206-921a-aea6ffba6643
Devo,Now It Can Be Told: DEVO at the Palace 12/9/88,https://musicbrainz.org/release/080e64d1-a18c-4904-acb5-9843f1b57090
Devo,Q: Are We Not Men? A: We Are Devo!,https://musicbrainz.org/release/d4bfdd53-f9ac-35d8-b30d-f750b4420af4
Devo,Something for Everybody,https://musicbrainz.org/release-group/1ca7b25c-dd1b-4dff-a3f3-cfacece12c52
Devonsquare,Bye Bye Route 66,https://musicbrainz.org/release/f5477049-bcb0-482a-b6a7-51983b80163c
Dexter Gordon,The Best of Dexter Gordon,https://musicbrainz.org/release/e868a962-67a7-43e4-9e19-3cc6f17357df
Dexter Gordon,Both Sides of Midnight,https://musicbrainz.org/release/20a42bf8-9029-4a47-9246-4efc703cdc43
Dexter Gordon,Gettin' Around,https://musicbrainz.org/release/99ff7940-a89d-4778-8892-abbc65b0bcd5
Dexter Gordon,Gotham City,https://musicbrainz.org/release/bd23f9b2-e4ea-4b96-992d-08bafdb5b3af
Dexter Gordon,"Homecoming, Live At The Village Vanguard",https://musicbrainz.org/release/f2813136-2495-4fd8-bff0-f473c0b11fd6
Dexter Gordon,Live Miles: More Music From the Legendary Carnegie Hall Concert,https://musicbrainz.org/release/53851af0-de37-4bd8-9e2a-e8e664de4003
Dexter Gordon,Live Miles: More Music From the Legendary Carnegie Hall Concert,https://musicbrainz.org/release/a5123b52-0047-47ca-88f3-d537011a6c7e
Dexter Gordon,Live at Carnegie Hall,https://musicbrainz.org/release/53851af0-de37-4bd8-9e2a-e8e664de4003
Dexter Gordon,Live at Carnegie Hall,https://musicbrainz.org/release/a5123b52-0047-47ca-88f3-d537011a6c7e
Dexter Gordon,"Nights at the Keystone, Volume 1",https://musicbrainz.org/release/d52baec0-62bd-48f7-a583-7c5e9b2f5d51
Dexter Gordon,"Nights at the Keystone, Volume 2",https://musicbrainz.org/release/900e43f7-e3fe-4560-a90a-fe0a4408c63b
Dexter Gordon,"Nights at the Keystone, Volume 3",https://musicbrainz.org/release/2af210d7-0597-4cfd-af7c-aac3c11a51f5
Dexter Gordon,One Flight Up,https://musicbrainz.org/release/1dd4d180-7dc4-4d78-b098-2561a06adc14
Dexter Gordon,The Other Side Of Round Midnight,https://musicbrainz.org/release/7437d8af-bd07-44e9-98b4-deace01b515b
Dexter Gordon,The Squirrel,https://musicbrainz.org/release/7301e872-b064-495e-ab97-f38febfb27e0
Dexter Gordon,XXL: Live at the Left Bank,https://musicbrainz.org/release/e7bb2d6b-29d6-45ee-a29e-fffbe2142423
Diana Krall,Live in Paris,https://musicbrainz.org/release/4abb7376-f2b2-4fb4-a003-1f80d877ae63
Diana Krall,The Look of Love,https://musicbrainz.org/release/73881b92-df90-4a36-9f0a-d01dfdd7b885
Dianne Reeves,Art And Survival,https://musicbrainz.org/release/1541c381-0780-4a7c-97f2-0d520c74a20e
Dianne Reeves,Bridges,https://musicbrainz.org/release/4598715f-8d54-478b-90bb-a613bb739a59
Dianne Reeves,Dianne Reeves,https://musicbrainz.org/release/27c1cb41-1eff-4417-a75f-21ccc361eec3
Dianne Reeves,I Remember,https://musicbrainz.org/release/b2cd4ed5-7931-4cfc-ac38-8afea50f762b
Dianne Reeves,In the Moment,https://musicbrainz.org/release/8a759e23-76e4-4a97-88f6-20c8cd78f6c8
Dianne Reeves,Quiet After The Storm,https://musicbrainz.org/release/92916f94-7fc4-48fa-94b3-ec6331a82f3c
Dick Dale,Unknown Territory,https://musicbrainz.org/release/f2674024-e465-459e-97dd-952f5f3bda81
Diga Rhythm Band,Diga,https://musicbrainz.org/release/1406468e-eca4-4686-b44b-f918ebd50599
Dire Straits,Brothers in Arms,https://musicbrainz.org/release/4c618c14-0ed3-3b50-b32a-562e0f4cfe28
Dire Straits,Dire Straits,https://musicbrainz.org/release/2b3e222e-90c4-304e-a90a-1e07eac842df
Dire Straits,Live at the BBC,https://musicbrainz.org/release/11ce3b4c-2310-36b2-ab4a-146449463099
Dire Straits,Love Over Gold,https://musicbrainz.org/release/a3b62e6e-92f9-4e76-a518-1a9e43d910c6
Dire Straits,Making Movies,https://musicbrainz.org/release/c5d981c9-b044-487c-9a0c-b3af72802c43
Dire Straits,On The Night,https://musicbrainz.org/release/5a2c11bb-292f-4e4a-a82f-fd5932612cf3
Disappear Fear,Deep Soul Diver,https://musicbrainz.org/release/0973170d-e3a3-4aba-b940-252b10f9beb2
Disappear Fear,Disappear Fear,https://musicbrainz.org/release/2dde37d8-46a6-461b-ae60-9fffd62f60c4
Dizzy Gillespie,Dizzy Gillespie At Newport,https://musicbrainz.org/release/3c457d38-634e-4a0d-93d1-5cf2977d3f43
Dizzy Gillespie,A Night In Tunisia,https://musicbrainz.org/release/4b79d9d1-4301-4c32-bc22-640ea7659d84
Dizzy Gillespie,Plays in Paris,https://musicbrainz.org/release/a52de013-9bba-4858-b58f-0178cc026f83
Dolly Parton,The Grass Is Blue,https://musicbrainz.org/release/9df2807e-e1b8-4056-9c90-7cc84442d264
Dolly Parton,Trio I - Eponymous,https://musicbrainz.org/release/8656cd1f-0f26-4159-8f4f-50ded1a45462
Dolly Parton,Trio II,https://musicbrainz.org/release/fcd5649e-c971-3c22-bd61-e1718da92b24
Donald Fagen,The Root of Steely Dan,https://musicbrainz.org/release/127fbd4a-f67a-4797-b360-75a9cf448bc5
Dr. Hook & the Medicine Show,Sharing the Night Together,https://musicbrainz.org/release/df7c0611-2731-43ee-82ac-13280282d458
Dread Zeppelin,"5,000,000",https://musicbrainz.org/release/f06c4dd0-d1f6-4db0-9a9f-257138ddf69f
Dread Zeppelin,Un-led-ed,https://musicbrainz.org/release/b0b79978-f1c1-444f-b071-885be775450b
Drive-By Truckers,Southern Rock Opera,https://musicbrainz.org/release/bd3a9303-06c3-342e-9209-aeb2e194b02b
Duke Ellington,Compact Jazz: Duke Ellington and Friends,https://musicbrainz.org/release/67673582-c680-484a-8d6f-5dfecf1ff82a
Duke Ellington,The Great Summit: The Master Takes,https://musicbrainz.org/release/c8b5d81f-f4f7-35ee-b183-c76db24dd7e2
Dumisani Maraire,Chiwoniso: Music of Zimbabwe,https://musicbrainz.org/release/83e2b3be-7334-428e-ae95-caba10f67121
Earl Klugh,Cool,https://musicbrainz.org/release/6f96d073-87ad-4e66-befa-ea3e577c644d
Easy Star All‐Stars,Dub Side of the Moon,https://musicbrainz.org/release/5c285b48-a2ee-4328-9398-d7b971272c05
Edgar Meyer,Short Trip Home,https://musicbrainz.org/release/58bc4ccf-8c41-49aa-b94b-819855121faa
Edgar Meyer,Uncommon Ritual,https://musicbrainz.org/release/dc1efc0e-16bf-4d5c-baf4-fdd2607470a3
Eleanor McEvoy,Snapshots,https://musicbrainz.org/release/8d8e3fcd-0385-4259-b1ab-555540b69f29
Eleanor McEvoy,What’s Following Me?,https://musicbrainz.org/release/dc2bbb3b-394c-4e0e-bf73-8a5a6ad217c2
Eleanor McEvoy,Yola,https://musicbrainz.org/release/a6df9ecc-a746-4bcc-9ca6-91a18c777e06
Eliades Ochoa,Sublime Ilusión,https://musicbrainz.org/release/3a6d5781-400e-4534-9658-d006a76cbbfc
Eliza Carthy,Angels & Cigarettes,https://musicbrainz.org/release/1d70f325-3145-4927-8cff-d3094a5b74e0
Eliza Carthy,Rice,https://musicbrainz.org/release/f0528ace-13ff-4537-ba03-b6206fc6a986
Eliza Gilkyson,Through the Looking Glass,https://musicbrainz.org/release/00eef7ce-64a2-455e-97c9-3adcfcb73669
Ella Fitzgerald,Ella Fitzgerald Sings the Cole Porter Song Book,https://musicbrainz.org/release/d235f8b1-84c0-4b82-8f1a-4363d0091968
Ellen McIlwaine,Up From the Skies - the Polydor Years,https://musicbrainz.org/release/2f62133b-8f2e-4e5a-9359-f39d174d83b9
Elton John,Madman Across the Water,https://musicbrainz.org/release/255f97cc-a7c5-3691-b3a4-e7146e391d8f
Elvis Costello,Live at the El Mocambo,https://musicbrainz.org/release/5ecbf31e-bef2-48d9-ac2b-08188a811970
Elvis Costello,My Aim Is True,https://musicbrainz.org/release/a8d724e0-feca-4ab0-808d-4fb22a7cee9d
Elvis Costello,Painted From Memory,https://musicbrainz.org/release/47deeec9-1b3c-4711-941a-cf6425d82373
Elvis Costello,Spike,https://musicbrainz.org/release/dcdd5fd1-788d-45da-8990-82c6ecd5dc76
Elvis Costello,This Year’s Model,https://musicbrainz.org/release/e8101296-9ef3-457f-b2c4-56e014e4d3dc
Elvis Costello,When I Was Cruel,https://musicbrainz.org/release/bedd4ab5-d28b-4792-a9d6-84e91d6f0149
Elvis Costello & the Attractions,Armed Forces,https://musicbrainz.org/release/fea946a8-c05d-3a9b-a6fb-df5e592342a5
Elvis Costello & the Attractions,Goodbye Cruel World,https://musicbrainz.org/release/6b056c9e-642e-4084-8716-02cd8b24cc71
Elvis Costello & the Imposters,Cruel Smile,https://musicbrainz.org/release/02bc211c-8600-42ba-9879-712b6e923430
Elvis Costello & the Imposters,Momofuku,https://musicbrainz.org/release/e651a61d-d955-49a4-89d1-37b3a81dc82e
Elvis Costello & the Imposters,The Delivery Man,https://musicbrainz.org/release/29e8451e-9dd4-447f-836a-a7195014864a
Emmylou Harris,Anthology: The Warner/Reprise Years,https://musicbrainz.org/release/e4ac9f81-bd10-488b-9b29-79f45aacfc20
Emmylou Harris,Duets,https://musicbrainz.org/release/3ee293e6-f8fa-402a-9e68-b5614ebaf006
Emmylou Harris,Elite Hotel,https://musicbrainz.org/release/25d144a4-b8ed-46f5-bef4-21b266dc1332
Emmylou Harris,Luxury Liner,https://musicbrainz.org/release/640b080f-4e7c-4447-8169-8809bcfe32dc
Emmylou Harris,Pieces of Me,https://musicbrainz.org/release/f1ec7bd9-94dc-48cb-9acb-094e2cbe0b17
Emmylou Harris,Red Dirt Girl,https://musicbrainz.org/release/41ced0c2-94e2-4987-a3f8-2867c904c553
Emmylou Harris,Spyboy,https://musicbrainz.org/release/104ec1b8-adb5-4f4a-af80-9041ddc55bf0
Emmylou Harris,Stumble Into Grace,https://musicbrainz.org/release/cc3c00a5-d6fd-43d2-add9-f9eaffd1fda4
Emmylou Harris,Trio I - Eponymous,https://musicbrainz.org/release/8656cd1f-0f26-4159-8f4f-50ded1a45462
Emmylou Harris,Trio II,https://musicbrainz.org/release/fcd5649e-c971-3c22-bd61-e1718da92b24
Emmylou Harris,Wrecking Ball,https://musicbrainz.org/release/5356227c-f489-4dd8-aeee-621866b1882c
Enya,Watermark,https://musicbrainz.org/release/c57034fa-c08b-4aaa-bcaa-b207ba760de9
Eric Andersen,Blue River,https://musicbrainz.org/release/94a0ffb6-39b9-409c-a49d-ad4eb805bb20
Eric Andersen,"Danko, Fjeld & Andersen",https://musicbrainz.org/release/e142f726-0629-4b8a-86f9-dfc1caec134c
Eric Andersen,Stages,https://musicbrainz.org/release/43a4b6c2-7573-4cfc-be0e-6e10d45e0037
Eric Clapton,Eric Clapton,https://musicbrainz.org/release/8c01b7e0-6cff-470e-9ad3-ff73b3c8f411
Eric Clapton,461 Ocean Boulevard,https://musicbrainz.org/release/a29ef6cf-df7b-393a-ad99-acff43d17181
Eric Clapton,Eric Clapton's Rainbow Concert,https://musicbrainz.org/release/b802a64e-c8a3-4a72-9b1e-f37c3b134c2f
Eric Clapton,There’s One in Every Crowd,https://musicbrainz.org/release/ade49a97-f45b-429e-a37e-4207bf384c80
Erin McKeown,Grand,https://musicbrainz.org/release/60d2ac5f-ac84-4809-850a-7f71dda2a9d3
Erykah Badu,Baduizm,https://musicbrainz.org/release/93ef6b76-a6ab-4d01-ae7f-a141d4c4a852
Erykah Badu,Live,https://musicbrainz.org/release/a481f663-c7e1-36ee-bf8a-f235971587fe
Erykah Badu,Mama’s Gun,https://musicbrainz.org/release/b3d7d898-c917-4431-b761-e79d71b6172e
Etta James,The Right Time,https://musicbrainz.org/release/96c2def4-e840-443d-845a-5405f1d00fb0
Eugene Chadbourne,The Eddie Chatterbox Double Trio Love Album,https://musicbrainz.org/release/32722bff-196b-34e1-8112-f09828c719f8
Eugene Chadbourne,Country Protest,https://musicbrainz.org/release/281cf50b-93aa-38b2-a239-15d4eb0f9d8a
Eugene Chadbourne,Kill Eugene,https://musicbrainz.org/release/09452801-1dbd-4788-8fe6-9da91b62164f
Eurythmics,Be Yourself Tonight,https://musicbrainz.org/release/54daca91-4e82-320e-8aa8-1896e46bf69e
Eva Cassidy,Eva By Heart,https://musicbrainz.org/release/e8e9c42a-7f80-4f7f-b388-9e9bbe35d8ac
Eva Cassidy,Imagine,https://musicbrainz.org/release/255dc784-0832-4718-99d3-ef4533449c76
Eva Cassidy,Live at Blues Alley,https://musicbrainz.org/release/f2c63797-efe3-46a0-b916-cebc93169eb1
Everything but the Girl,Acoustic,https://musicbrainz.org/release/84cd3aa7-55d8-4114-92be-18800688c0ed
Everything but the Girl,Idewild,https://musicbrainz.org/release/833e5d60-d082-4030-b072-5ec35bb8a3e3
Exene Cervenka,Running Scared,https://musicbrainz.org/release/370a64f8-4762-4a05-8693-8cf5252906b4
Eyuphuro,Mama Mosambiki,https://musicbrainz.org/release/37acce6a-1c60-4ee6-abb5-0c931217bb3c
Fairport Convention,Before the Moon,https://musicbrainz.org/release/32250a4b-1cc6-4cfa-a148-5ac819bd340b
Fairport Convention,Cropredy 2002 : Another Gig : Another Palindrome,https://musicbrainz.org/release/a62b6bc8-af5a-4479-862b-f207d24e4a66
Fairport Convention,The Cropredy Box,https://musicbrainz.org/release/ce4a696a-0016-46a8-b9c3-368aa5057f86
Fairport Convention,Cropredy Capers: Twenty Five Years of Fairport Convention and Friends at Cropredy Festival,https://musicbrainz.org/release/9c5b2b35-ceee-4152-94e4-758749b35f63
Fairport Convention,Fairport Convention,https://musicbrainz.org/release/c1547cfe-52c2-3ff2-a487-d7a27f2f5c68
Fairport Convention,Fairport Unconventional,https://musicbrainz.org/release/512c8445-223f-4124-9c4a-edb346aa05a2
Fairport Convention,Full House,https://musicbrainz.org/release/168e1820-028a-3237-b6f7-5e4413e2336f
Fairport Convention,Heyday: BBC Radio Sessions 1968-1969,https://musicbrainz.org/release/b1dfd603-67d2-44a3-b043-8af8cd23e76d
Fairport Convention,House Full,https://musicbrainz.org/release/9a54a18e-dd4c-3962-ad51-b0e19d5af0af
Fairport Convention,In Real Time: Live '87,https://musicbrainz.org/release/d4f87fda-feed-4c6d-9bd6-8416d73f2a86
Fairport Convention,Jewel in the Crown,https://musicbrainz.org/release/34155b84-b772-4c9f-8f4b-e559e38e32e3
Fairport Convention,Liege & Lief,https://musicbrainz.org/release/b68bf54c-5e26-410e-984f-dc5b720b7526
Fairport Convention,Moat on the Ledge,https://musicbrainz.org/release/532d55f6-2d7b-4d08-b01e-106e1510a9bd
Fairport Convention,Red & Gold,https://musicbrainz.org/release/00e36e59-d2cd-3339-8b16-cdeb609291a8
Fairport Convention,Rising for the Moon,https://musicbrainz.org/release/63418eb7-79a5-4437-bc10-f920503024f5
Fairport Convention,Tipplers Tales,https://musicbrainz.org/release/d95e019c-d94b-4776-9810-a0d915ce4559
Fairport Convention,25th Anniversary Concert,https://musicbrainz.org/release/05550067-18c3-45c0-b964-46357fdf36b2
Fairport Convention,Unhalfbricking,https://musicbrainz.org/release/def57daf-3f7c-4614-a302-3bd8083d41a7
Fairport Convention,What We Did on Our Holidays,https://musicbrainz.org/release/21e5d2c3-5223-4744-8d4d-a43ff3c3aa8b
Fairport Convention,Who Knows Where the Time Goes?,https://musicbrainz.org/release/b6e0adcf-79d3-49a8-b777-72ead8527fb5
Faith No More,We Care a Lot,https://musicbrainz.org/release/a239de83-d2dd-3792-a9d5-3a73cb0da71b
Fishbone,Truth and Soul,https://musicbrainz.org/release/3b95f31a-eec4-4478-866e-6d9714a57743
Fleetwood Mac,Vintage Years,https://musicbrainz.org/release/0fc4bf32-8aff-39ac-9fe3-1ae4e7034483
Flora Purim,Däfos,https://musicbrainz.org/release/a8145191-ef19-49e8-af44-a586e9d1f142
Four Bitchin' Babes,Buy Me Bring Me Take Me: Don't Mess My Hair!!!,https://musicbrainz.org/release/573e7d2c-a594-4506-bc88-3882836063a9
Fred Frith,Friends & Enemies,https://musicbrainz.org/release/a54cfe28-1e1a-4991-bbce-8a8e8ee2a004
Fred Frith,Gravity,https://musicbrainz.org/release/be81c7e1-3488-45de-bd25-8aeaad8a3fad
Fred Frith,Keep the Dog: That House We Lived In,https://musicbrainz.org/release/07264117-6a5d-4400-857d-56dade30ceb3
Fred Frith,"With Enemies Like These, Who Needs Friends?",https://musicbrainz.org/release/fe982b21-5039-4f0c-9224-6203fb1c3ee2
Freddie Hubbard,The Best of Freddie Hubbard,https://musicbrainz.org/release/f9b1745a-e2f4-4a22-b2c9-68b0b51d3e3d
French Frith Kaiser Thompson,Invisible Means,https://musicbrainz.org/release/f9fb142f-82ef-4426-83b7-6b886c92698e
French Frith Kaiser Thompson,"Live, Love, Larf, & Loaf",https://musicbrainz.org/release/b03f8087-f951-4f0b-a0b1-8e1dd41d9427
Funk Inc.,"Funk, Inc.",https://musicbrainz.org/release/5ef533fd-1257-4a00-8b89-87daf7fb7307
Gaelic Storm,Tree,https://musicbrainz.org/release/99335960-be55-49ad-bd12-4b31b96195eb
Gary Burton Quartet,Passengers,https://musicbrainz.org/release/dcf0173c-9751-4300-b77a-8faf3c0ad900
Genesis,The Lamb Lies Down on Broadway,https://musicbrainz.org/release/05d1e408-2d0c-49ce-97ca-5b7bdc308b9c
Geoff Muldaur,The Secret Handshake,https://musicbrainz.org/release/bd6fdcd2-200a-449e-864c-f807f57b4fb2
George Clinton,"A Fifth of Funk, Vol. 5",https://musicbrainz.org/release/a676432d-4adb-4caf-bc18-80c1f51d6662
George Clinton,"Go Fer Yer Funk, Vol. 1",https://musicbrainz.org/release/228f54c1-56e8-4952-bf0a-3df1b6e0d95a
George Clinton,Hey Man... Smell My Finger,https://musicbrainz.org/release/e9a5e3b0-69b2-4584-a29b-b383286d9f1a
George Clinton,T.A.P.O.A.F.O.M.,https://musicbrainz.org/release/414012b2-4a20-416f-a946-7b79fd772436
George Harrison,All Things Must Pass,https://musicbrainz.org/release/9690e98d-d226-3e79-b206-7bfd2c1c15bf
George Harrison,The Concert for Bangladesh,https://musicbrainz.org/release/078b1ccf-0db9-46ed-a645-4278e384f575
Ginger Baker,African Force,https://musicbrainz.org/release/7bbaa2a8-1fcc-4e7c-b31f-1c5a461e77c7
Ginger Baker,Ginger Baker's Air Force,https://musicbrainz.org/release/c46332ee-1a92-421a-bef5-ddbc5da77002
Ginger Baker,Coward of the County,https://musicbrainz.org/release/80479a5b-61f2-4d27-a232-ba439df0c75b
Ginger Baker,Do What You Like,https://musicbrainz.org/release/288ebe0d-ec8c-47fd-971b-448fbb32c8ec
Ginger Baker,Middle Passage,https://musicbrainz.org/release/e241af7a-38e9-4ca5-ac4c-be83978dea58
Ginger Baker,No Material,https://musicbrainz.org/release/414f52a8-9702-44b0-92ac-f00f9cdddc55
Gipsy Kings,Allegria,https://musicbrainz.org/release/5ba8fcbc-2d64-4298-a122-a355707214f8
Gipsy Kings,Gipsy Kings Live,https://musicbrainz.org/release/bf9d860f-a99b-41f9-9357-e98516d5552e
Glass Eye,Bent By Nature,https://musicbrainz.org/release/579dc43c-bad4-40ff-a277-37c874906865
Glass Eye,Hello Young Lovers,https://musicbrainz.org/release/c77ce024-dcd1-4bbb-b1c1-18f1cd6a2961
Glenn Gould,A State of Wonder: The Complete Goldberg Variations 1955 & 1981,https://musicbrainz.org/release/75b299db-e90e-4ed1-b9e1-0fcb3169e4a5
Gordon Lightfoot,Complete Greatest Hits,https://musicbrainz.org/release/84be735c-4438-45a6-b5a1-9caf6b6870ba
Gordon Lightfoot,Gord's Gold,https://musicbrainz.org/release/1a833945-4192-4b25-8b75-e3fabde55eba
Grace Jones,Nightclubbing,https://musicbrainz.org/release/095e2e2e-60c4-4f9f-a14a-2cc1b468bf66
Gram Parsons,Live 1973,https://musicbrainz.org/release/ad696dc8-afec-432c-a7a0-3ec91a299560
Grant Lee Buffalo,Mighty Joe Moon,https://musicbrainz.org/release/35adc396-c0f9-4b40-9947-8d493d5b9a6b
Grateful Dead,Aoxomoxoa,https://musicbrainz.org/release/15c10195-596b-4f4f-b62e-552d5df60ca2
Grateful Dead,Blues for Allah,https://musicbrainz.org/release/e6996642-ae79-395a-af24-ddbf40d06fcc
Grateful Dead,Built to Last,https://musicbrainz.org/release/d6c92867-ef82-4932-956c-7844bf97582f
Grateful Dead,Dead at Cornell 5.8.77,https://musicbrainz.org/release/aa0d7d7e-1d78-4f78-ba03-7a32c200f660
Grateful Dead,Deadicated,https://musicbrainz.org/release/01eaaacc-1e9e-478e-ba3e-ed88b8b01c45
Grateful Dead,"Dick’s Picks, Volume 1: Tampa Florida 12/19/73",https://musicbrainz.org/release/6f45d450-599d-478c-8f3a-2198023d86c0
Grateful Dead,"Dick’s Picks, Volume 10: Winterland Arena 12/29/77",https://musicbrainz.org/release/01bb8254-f53d-43ef-bb49-af77832c778a
Grateful Dead,"Dick’s Picks, Volume 11: Stanley Theater 9/27/72",https://musicbrainz.org/release/8cfe7765-572a-4de5-85ed-8cb51f86f3be
Grateful Dead,"Dick’s Picks, Volume 12: Providence Civic 6/26/74, Boston Garden 6/28/74",https://musicbrainz.org/release/59729eb0-9066-4382-9c1b-f8702604b518
Grateful Dead,"Dick’s Picks, Volume 2: Columbus, Ohio 10/31/71",https://musicbrainz.org/release/93a909e5-1c42-4754-bcc2-663ba661d305
Grateful Dead,"Dick’s Picks, Volume 20: Capital Centre, Landover, MD 9/25/76, Onondaga County War Memorial, Syracuse, NY 9/28/76",https://musicbrainz.org/release/65abd6df-8758-4b72-8fde-62fbdaf3458e
Grateful Dead,"Dick’s Picks, Volume 21: Richmond Coliseum, Richmond, VA 11/1/85",https://musicbrainz.org/release/4b93a7c5-a635-4364-8939-12cb9fe923f4
